dur,sbytes,dbytes,spkts,dpkts,sload,dload,sjit,djit,sintpkt,dintpkt,sttl,dttl,ct_srv_src,ct_dst_ltm,ct_srv_dst
2.973027073381694e-05,0.000446496060639087,0.00018521226300141348,0.00340522133938706,0.003129890453834116,0.0017066947838345866,0.05420834207921803,6.864033894398926e-07,2.2941205736513207e-06,7.527615718423335e-06,5.013289736216617e-06,0.1220472440944882,0.11417322834645668,0.06779661016949153,0.03389830508474577,0.1016949152542373
8.39363939407593e-08,0.00020742730376146565,0.0,0.0011350737797956867,0.0,0.19849624060150378,0.0,0.0,0.0,8.333147781909389e-08,0.0,0.23622047244094488,0.0,0.423728813559322,0.3728813559322034,0.423728813559322
0.0,1.5820726558077886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999889335797455,0.0,0.0,0.0,0.0,0.0,0.0
0.011723966909184648,0.00988268052327932,0.27767095579275725,0.21906923950056753,0.2863849765258216,0.00012072984464285715,0.27403237531772034,0.0011977420992893444,0.005555222246607071,6.028087441252974e-05,4.114099203924016e-05,0.1220472440944882,0.11417322834645668,0.15254237288135591,0.08474576271186442,0.20338983050847456
0.00011655407662613836,0.0019635279517081113,0.0015011941316956671,0.028376844494892167,0.018779342723004695,0.0023553771146616544,0.1432460120344777,1.708458965269973e-05,3.1388364725164085e-06,4.40790185071879e-06,5.928204354943667e-06,0.1220472440944882,0.11417322834645668,0.06779661016949153,0.05084745762711865,0.1016949152542373
0.1778573073245113,0.022546293203767446,0.6670005361407614,0.5187287173666288,0.6713615023474179,1.8184605187969925e-05,0.04345926600254787,0.012076668696003098,0.05635165624538177,0.000386367613547805,0.000265985552086273,0.1220472440944882,0.11417322834645668,0.0,0.11864406779661017,0.1016949152542373
6.714911515260743e-08,0.00020742730376146565,0.0,0.0011350737797956867,0.0,0.2481203007518797,0.0,0.0,0.0,6.66651822552751e-08,0.0,0.23622047244094488,0.0,0.6440677966101696,0.22033898305084745,0.6440677966101696
0.001983198754195896,0.0016963334587272402,0.0014061509967344154,0.02383654937570942,0.018779342723004695,0.0001189519942669173,0.007884043332498921,0.0004891438378568379,0.0029917106106251094,9.347806855500683e-05,0.0001099574735326273,0.1220472440944882,0.11417322834645668,0.15254237288135591,0.05084745762711865,0.11864406779661017
8.061251274070522e-05,0.003856741563158098,0.0014963201247745772,0.019296254256526674,0.014084507042253521,0.006530800281954888,0.20343032194891084,1.4641965675961038e-05,2.3456306773983683e-06,4.373435951492812e-06,5.380335700208544e-06,0.1220472440944882,0.11417322834645668,0.01694915254237288,0.03389830508474577,0.05084745762711865
0.003528266319299817,0.004797195864110506,0.05816639859628601,0.10783200908059024,0.07668231611893583,0.00019421695845864664,0.18931777993971602,0.0001265380008680399,0.0007984917491581829,3.585568494674852e-05,4.6490882224527045e-05,0.1220472440944882,0.11417322834645668,0.05084745762711865,0.0,0.03389830508474577
0.002416176248699909,0.003974518083090456,0.04407686308914559,0.08740068104426787,0.06259780907668232,0.00023466039125939853,0.20900424444714394,0.00010661421863746521,0.0006728515768397822,3.108480784494531e-05,3.905283852464865e-05,0.1220472440944882,0.11417322834645668,0.11864406779661017,0.05084745762711865,0.03389830508474577
5.0529709152337096e-05,0.00025664734194215237,0.0012258127406540918,0.0056753688989784334,0.006259780907668232,0.0006669497180451129,0.2463443868683936,3.308894287828003e-05,3.959775193657376e-06,8.963133754221737e-06,7.5952415316929845e-06,0.1220472440944882,0.11417322834645668,0.06779661016949153,0.1016949152542373,0.01694915254237288
7.062408186175486e-05,0.001267415983152684,0.001052785494955403,0.02383654937570942,0.010954616588419406,0.002509244360902256,0.1606394976855073,1.3752367800099006e-05,2.4775292704047937e-06,3.3388089891865073e-06,5.741529240130726e-06,0.1220472440944882,0.11417322834645668,0.06779661016949153,0.08474576271186442,0.11864406779661017
0.0011735986600796965,0.0037002921560837726,0.03737632207437735,0.08059023836549375,0.057902973395931145,0.00044955762453007523,0.36450399096561514,6.995770288845654e-05,0.0004381666492854455,1.6334852943941113e-05,2.0442818503333773e-05,0.1220472440944882,0.11417322834645668,0.1694915254237288,0.06779661016949153,0.1016949152542373
1.7374833545737174e-05,0.00010371365188073283,0.00010844665399424867,0.0011350737797956867,0.001564945226917058,0.00053031132518797,0.036207581055666356,0.0,0.0,3.333259112763755e-08,1.0758132481151537e-07,0.1220472440944882,0.11417322834645668,0.08474576271186442,0.0,0.05084745762711865
0.0009218230528149949,0.002392445427282667,0.01608787834478725,0.04880817253121453,0.03599374021909233,0.0003680529840225564,0.19807998531744034,8.776632693478828e-05,0.0005489688737669201,2.1161928794385507e-05,2.6564281950168848e-05,0.1220472440944882,0.11417322834645668,0.05084745762711865,0.05084745762711865,0.03389830508474577
0.0013954593365439116,0.0017807106670369888,0.0015097236438075742,0.02383654937570942,0.018779342723004695,0.00017737363430451127,0.012030302406200781,0.00043223668297903,0.002637493520514524,6.570170370873075e-05,7.722187494970573e-05,0.1220472440944882,0.11417322834645668,0.03389830508474577,0.01694915254237288,0.05084745762711865
4.666863503106217e-05,0.00025664734194215237,0.0011502656333771994,0.0056753688989784334,0.006259780907668232,0.0007221290531015038,0.25021600668483845,3.0487474444923498e-05,3.6823392135998994e-06,8.173151344496729e-06,7.029664990893887e-06,0.1220472440944882,0.11417322834645668,0.03389830508474577,0.05084745762711865,0.03389830508474577
0.004964182997723174,0.00424874401009714,0.04709509187503046,0.094211123723042,0.06729264475743349,0.0001221727267857143,0.10878951806508538,0.0,0.00184419852896407,5.930229620220456e-05,7.470498833947537e-05,0.1220472440944882,0.11417322834645668,0.06779661016949153,0.03389830508474577,0.11864406779661017
0.0008109262891404637,0.0036088835137482113,0.037684603012136275,0.07832009080590238,0.057902973395931145,0.0006342710878759399,0.5318801971345218,4.5632509459940034e-05,0.00028925846665794636,1.1578008863002649e-05,1.3893030769894132e-05,0.1220472440944882,0.11417322834645668,0.15254237288135591,0.20338983050847456,0.15254237288135591
